GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:    50.000 Eddy P0:     0.010 Eddy P1:     0.005
# Statistical Models Only:  F Apex:  T
# EUV Data:  TFile: 
UA/DataIn/FISM/fismflux_daily_2023.dat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# AMIE: none           
none                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
    2190 2023  7  7  2 28 39 869  4.0218    165.74971   1442.16051   1049.01978    -18.10144     11.99565     -0.97471    166.7    172.6      6.1      2.0    470.7     34.3     62.0     63.0   2.49292   0.39490  39.80170
    2191 2023  7  7  2 28 43 891  4.0216    165.75624   1442.18443   1049.02042    -18.08926     11.99237     -0.97438    166.7    172.6      6.1      1.9    470.3     34.3     62.0     63.0   2.49263   0.39490  39.80525
    2192 2023  7  7  2 28 47 912  4.0214    165.76279   1442.20823   1049.02114    -18.07534     11.98905     -0.97401    166.7    172.6      6.1      1.9    470.0     34.3     62.0     63.0   2.49234   0.39490  39.80045
    2193 2023  7  7  2 28 51 933  4.0210    165.76935   1442.23192   1049.02188    -18.05979     11.98571     -0.97356    166.7    172.6      6.1      1.9    469.7     34.3     62.0     63.0   2.49204   0.39490  39.80055
    2194 2023  7  7  2 28 55 954  4.0205    165.77591   1442.25550   1049.02268    -18.04271     11.98234     -0.97307    166.7    172.6      6.1      1.8    469.4     34.3     62.0     63.0   2.49175   0.39490  39.79495
    2195 2023  7  7  2 28 59 974  4.0206    165.78247   1442.27893   1049.02350    -18.02418     11.97889     -0.97246    166.7    172.6      6.1      1.8    469.0     34.3     62.0     63.0   2.49146   0.39490  39.79778
    2196 2023  7  7  2 29  3 995  4.0205    165.78904   1442.30225   1049.02437    -18.00427     11.97539     -0.97179    166.7    172.6      6.1      1.8    469.3     34.3     62.0     63.0   2.49117   0.39490  39.79321
    2197 2023  7  7  2 29  8  15  4.0203    165.79563   1442.32547   1049.02525    -17.98309     11.97188     -0.97107    166.7    172.6      6.1      1.9    469.5     34.3     62.0     63.0   2.49087   0.39490  39.79223
    2198 2023  7  7  2 29 12  35  4.0201    165.80222   1442.34856   1049.02645    -17.96124     11.96833     -0.97029    166.7    172.6      6.1      2.0    469.8     34.3     62.0     63.0   2.49058   0.39490  39.78650
    2199 2023  7  7  2 29 16  55  4.0196    165.80882   1442.37155   1049.02776    -17.93891     11.96478     -0.96947    166.7    172.6      6.1      2.1    470.0     34.3     62.0     63.0   2.49029   0.39490  39.79053
    2200 2023  7  7  2 29 20  74  4.0193    165.81542   1442.39440   1049.02917    -17.91577     11.96118     -0.96859    166.7    172.6      6.1      2.1    470.2     34.4     62.0     63.0   2.49000   0.39490  39.78573
    2201 2023  7  7  2 29 24  94  4.0195    165.82203   1442.41710   1049.03060    -17.89155     11.95750     -0.96758    166.7    172.6      6.1      2.2    470.5     34.4     62.0     63.0   2.48971   0.39490  39.78756
    2202 2023  7  7  2 29 28 113  4.0192    165.82865   1442.43968   1049.03209    -17.86609     11.95382     -0.96649    166.7    172.6      6.1      2.3    470.7     34.4     62.0     63.0   2.48941   0.39490  39.78216
    2203 2023  7  7  2 29 32 132  4.0190    165.83528   1442.46213   1049.03359    -17.83938     11.95011     -0.96534    166.7    172.6      6.0      2.3    470.9     34.4     62.0     63.0   2.48912   0.39490  39.78175
    2204 2023  7  7  2 29 36 151  4.0188    165.84192   1442.48445   1049.03513    -17.81142     11.94637     -0.96415    166.7    172.6      6.0      2.4    471.2     34.4     62.0     63.0   2.48883   0.39490  39.77700
    2205 2023  7  7  2 29 40 169  4.0182    165.84856   1442.50665   1049.03666    -17.78228     11.94263     -0.96288    166.7    172.6      6.0      2.5    471.4     34.4     62.0     63.0   2.48854   0.39490  39.78009
    2206 2023  7  7  2 29 44 187  4.0181    165.85520   1442.52868   1049.03824    -17.75200     11.93882     -0.96152    166.7    172.6      6.0      2.5    471.7     34.4     62.0     63.0   2.48824   0.39490  39.77479
    2207 2023  7  7  2 29 48 205  4.0182    165.86185   1442.55056   1049.03981    -17.72062     11.93495     -0.96009    166.7    172.6      6.0      2.6    471.9     34.4     62.0     63.0   2.48795   0.39490  39.77412
    2208 2023  7  7  2 29 52 223  4.0180    165.86852   1442.57232   1049.04141    -17.68823     11.93108     -0.95858    166.7    172.6      6.0      2.7    472.1     34.4     62.0     63.0   2.48766   0.39490  39.76943
    2209 2023  7  7  2 29 56 241  4.0177    165.87520   1442.59394   1049.04299    -17.65489     11.92717     -0.95702    166.7    172.6      6.0      2.7    472.4     34.4     62.0     63.0   2.48737   0.39490  39.77271
    2210 2023  7  7  2 30  0 258  4.0173    165.88188   1442.64350   1049.04460    -17.62067     11.92325     -0.95543    166.7    172.6      6.0      2.8    472.6     34.4     62.0     63.0   2.48708   0.39490  39.76740
    2211 2023  7  7  2 30  4 275  4.0169    165.88856   1442.70575   1049.04619    -17.58563     11.91929     -0.95378    166.7    172.6      5.9      2.8    472.9     34.4     61.9     62.9   2.48678   0.39490  39.76709
    2212 2023  7  7  2 30  8 292  4.0170    165.89526   1442.76790   1049.04732    -17.54860     11.91528     -0.95212    166.7    172.6      5.9      2.9    473.1     34.4     61.9     62.9   2.48649   0.39490  39.76254
    2213 2023  7  7  2 30 12 309  4.0169    165.90197   1442.82997   1049.04822    -17.50928     11.91124     -0.95038    166.7    172.6      5.9      2.9    473.3     34.4     61.9     62.9   2.48620   0.39490  39.76518
    2214 2023  7  7  2 30 16 326  4.0167    165.90868   1442.89194   1049.04904    -17.46864     11.90719     -0.94867    166.7    172.6      5.8      2.9    473.5     34.5     61.9     62.9   2.48591   0.39490  39.76013
    2215 2023  7  7  2 30 20 342  4.0165    165.91541   1442.95384   1049.04978    -17.42746     11.90313     -0.94696    166.7    172.6      5.8      2.9    473.8     34.5     61.9     62.9   2.48561   0.39490  39.75890
    2216 2023  7  7  2 30 24 358  4.0159    165.92214   1443.01565   1049.05048    -17.38629     11.89907     -0.94524    166.7    172.6      5.8      3.0    474.0     34.5     61.9     62.9   2.48532   0.39490  39.75428
    2217 2023  7  7  2 30 28 374  4.0157    165.92887   1443.07738   1049.05113    -17.34536     11.89498     -0.94346    166.7    172.6      5.7      3.0    474.2     34.5     61.9     62.9   2.48503   0.39490  39.75783
    2218 2023  7  7  2 30 32 390  4.0158    165.93562   1443.13903   1049.05175    -17.33964     11.89082     -0.94167    166.7    172.6      5.7      3.0    474.5     34.5     61.9     62.9   2.48474   0.39490  39.75251
    2219 2023  7  7  2 30 36 405  4.0156    165.94237   1443.20061   1049.05232    -17.33243     11.88667     -0.93987    166.7    172.6      5.7      3.0    474.7     34.5     61.9     62.9   2.48445   0.39490  39.75358
    2220 2023  7  7  2 30 40 421  4.0154    165.94914   1443.26212   1049.05287    -17.32295     11.88251     -0.93808    166.7    172.6      5.7      3.1    474.9     34.5     61.9     62.9   2.48415   0.39490  39.74930
    2221 2023  7  7  2 30 44 436  4.0151    165.95590   1443.32356   1049.05336    -17.31122     11.87835     -0.93627    166.7    172.6      5.6      3.1    475.1     34.6     61.9     62.9   2.48386   0.39490  39.74919
    2222 2023  7  7  2 30 48 450  4.0146    165.96268   1443.38493   1049.05384    -17.29729     11.87419     -0.93447    166.7    172.6      5.6      3.1    475.4     34.6     61.9     62.9   2.48357   0.39490  39.74389
    2223 2023  7  7  2 30 52 465  4.0145    165.96946   1443.44623   1049.05427    -17.28113     11.86999     -0.93266    166.7    172.6      5.6      3.1    475.6     34.6     61.9     62.9   2.48328   0.39490  39.74589
    2224 2023  7  7  2 30 56 479  4.0146    165.97625   1443.50747   1049.05468    -17.26278     11.86576     -0.93084    166.7    172.6      5.5      3.2    475.8     34.6     61.9     62.9   2.48299   0.39490  39.74184
    2225 2023  7  7  2 31  0 494  4.0143    165.98306   1443.56865   1049.05506    -17.24232     11.86154     -0.92905    166.7    172.6      5.5      3.2    476.3     34.6     61.9     62.9   2.48269   0.39490  39.74052
    2226 2023  7  7  2 31  4 508  4.0141    165.98987   1443.62976   1049.05542    -17.21977     11.85732     -0.92730    166.7    172.6      5.3      3.4    478.4     34.6     61.9     62.9   2.48240   0.39490  39.73508
    2227 2023  7  7  2 31  8 522  4.0137    165.99668   1443.69081   1049.05545    -17.19503     11.85311     -0.92555    166.7    172.6      5.2      3.7    480.5     34.7     61.9     62.9   2.48211   0.39490  39.73836
    2228 2023  7  7  2 31 12 535  4.0133    166.00350   1443.75178   1049.05536    -17.16802     11.84890     -0.92379    166.7    172.6      5.0      3.9    482.6     34.7     61.9     62.9   2.48182   0.39490  39.73413
    2229 2023  7  7  2 31 16 548  4.0134    166.01033   1443.81268   1049.05518    -17.13897     11.84464     -0.92206    166.7    172.6      4.9      4.1    484.7     34.7     61.9     62.9   2.48153   0.39490  39.73521
    2230 2023  7  7  2 31 20 561  4.0133    166.01717   1443.87351   1049.05496    -17.10804     11.84037     -0.92039    166.7    172.6      4.7      4.3    486.9     34.7     61.9     62.9   2.48124   0.39490  39.73008
    2231 2023  7  7  2 31 24 575  4.0131    166.02402   1443.93426   1049.05469    -17.07536     11.83611     -0.91881    166.7    172.6      4.6      4.5    489.1     34.8     61.9     62.9   2.48094   0.39490  39.72952
    2232 2023  7  7  2 31 28 587  4.0128    166.03087   1443.99494   1049.05440    -17.04105     11.83184     -0.91729    166.7    172.6      4.4      4.7    491.2     34.8     61.9     62.9   2.48065   0.39490  39.72534
    2233 2023  7  7  2 31 32 600  4.0123    166.03773   1444.05555   1049.05406    -17.01001     11.82759     -0.91580    166.7    172.6      4.3      5.0    493.4     34.8     61.9     62.9   2.48036   0.39490  39.72751
    2234 2023  7  7  2 31 36 612  4.0121    166.04459   1444.11606   1049.05372    -17.01009     11.82331     -0.91434    166.7    172.6      4.1      5.2    495.6     34.8     61.9     62.9   2.48007   0.39490  39.72251
    2235 2023  7  7  2 31 40 624  4.0122    166.05147   1444.17650   1049.05334    -17.00998     11.81897     -0.91293    166.7    172.6      4.0      5.4    497.8     34.9     61.9     62.9   2.47978   0.39490  39.72096
    2236 2023  7  7  2 31 44 636  4.0120    166.05836   1444.23685   1049.05295    -17.00970     11.81464     -0.91162    166.7    172.6      3.8      5.6    500.1     34.9     61.9     62.9   2.47948   0.39490  39.71675
    2237 2023  7  7  2 31 48 648  4.0118    166.06525   1444.29712   1049.05253    -17.00917     11.81030     -0.91036    166.7    172.6      3.7      5.8    502.3     34.9     61.9     62.9   2.47919   0.39490  39.71987
    2238 2023  7  7  2 31 52 659  4.0115    166.07214   1444.35729   1049.05210    -17.00835     11.80595     -0.90922    166.7    172.6      3.5      6.0    504.5     34.9     61.9     62.9   2.47890   0.39490  39.71465
    2239 2023  7  7  2 31 56 670  4.0110    166.07905   1444.41738   1049.05165    -17.00718     11.80161     -0.90812    166.7    172.6      3.3      6.3    506.8     35.0     61.9     62.9   2.47861   0.39490  39.71535
    2240 2023  7  7  2 32  0 681  4.0109    166.08596   1444.47737   1049.05121    -17.00557     11.79719     -0.90710    166.7    172.6      3.3      6.4    508.7     35.0     61.9     62.9   2.47832   0.39490  39.71149
    2241 2023  7  7  2 32  4 692  4.0110    166.09289   1444.53758   1049.05074    -17.00349     11.79275     -0.90616    166.7    172.6      3.5      6.1    508.7     35.0     62.6     63.6   2.47803   0.39490  39.71103
    2242 2023  7  7  2 32  8 703  4.0107    166.09982   1444.59769   1049.04941    -17.00082     11.78831     -0.90543    166.7    172.6      3.7      5.9    508.7     35.0     62.6     63.6   2.47773   0.39490  39.70583
    2243 2023  7  7  2 32 12 713  4.0105    166.10676   1444.65770   1049.04766    -16.99757     11.78385     -0.90482    166.7    172.6      3.9      5.6    508.7     35.0     62.6     63.6   2.47744   0.39490  39.70746
    2244 2023  7  7  2 32 16 723  4.0100    166.11371   1444.71763   1049.04576    -16.99382     11.77941     -0.90437    166.7    172.6      4.1      5.4    508.7     35.0     62.6     63.6   2.47715   0.39490  39.70395
    2245 2023  7  7  2 32 20 733  4.0097    166.12067   1444.77747   1049.04375    -16.98953     11.77496     -0.90402    166.7    172.6      4.3      5.2    508.7     35.0     62.6     63.6   2.47686   0.39490  39.70234
    2246 2023  7  7  2 32 24 743  4.0098    166.12764   1444.83722   1049.04165    -16.98469     11.77044     -0.90383    166.7    172.6      4.5      4.9    508.7     35.0     62.6     63.6   2.47657   0.39490  39.69697
    2247 2023  7  7  2 32 28 753  4.0097    166.13462   1444.89689   1049.03947    -16.97936     11.76592     -0.90382    166.7    172.6      4.7      4.7    508.7     35.0     62.6     63.6   2.47628   0.39490  39.69974
    2248 2023  7  7  2 32 32 762  4.0095    166.14160   1444.95649   1049.03723    -16.97355     11.76141     -0.90396    166.7    172.6      4.9      4.4    508.7     35.1     62.6     63.6   2.47598   0.39490  39.69604
    2249 2023  7  7  2 32 36 771  4.0092    166.14859   1445.01601   1049.03490    -16.96729     11.75689     -0.90430    166.7    172.6      5.1      4.2    508.7     35.1     62.6     63.6   2.47569   0.39490  39.69673
    2250 2023  7  7  2 32 40 780  4.0087    166.15559   1445.07546   1049.03253    -16.96063     11.75239     -0.90481    166.7    172.6      5.3      3.9    508.7     35.1     62.6     63.6   2.47540   0.39490  39.69167
    2251 2023  7  7  2 32 44 788  4.0085    166.16260   1445.13484   1049.03008    -16.95354     11.74787     -0.90547    166.7    172.6      5.5      3.7    508.7     35.1     62.6     63.6   2.47511   0.39490  39.69074
    2252 2023  7  7  2 32 48 797  4.0086    166.16962   1445.19414   1049.02758    -16.94603     11.77520     -0.90627    166.7    172.6      5.7      3.4    508.7     35.1     62.6     63.6   2.47482   0.39490  39.68706
    2253 2023  7  7  2 32 52 806  4.0084    166.17665   1445.25337   1049.02500    -16.93820     11.93160     -0.90725    166.7    172.6      5.9      3.2    508.7     35.1     62.6     63.6   2.47453   0.39490  39.68880
    2254 2023  7  7  2 32 56 814  4.0082    166.18368   1445.31253   1049.02237    -16.93007     12.13837     -0.90847    166.7    172.6      6.1      2.9    508.7     35.1     62.6     63.6   2.47424   0.39490  39.68386
    2255 2023  7  7  2 33  0 822  4.0078    166.19072   1445.37162   1049.01967    -16.92170     12.34521     -0.90983    166.7    172.6      6.1      2.8    508.7     35.1     62.6     63.6   2.47394   0.39490  39.68198
    2256 2023  7  7  2 33  4 829  4.0074    166.19778   1445.43063   1049.01692    -16.91313     12.54775     -0.91137    166.7    172.6      5.7      3.1    508.7     35.1     62.6     63.6   2.47365   0.39490  39.67827
    2257 2023  7  7  2 33  8 836  4.0074    166.20484   1445.48956   1049.01547    -16.90463     12.77018     -0.91290    166.7    172.6      5.3      3.4    508.7     35.0     62.6     63.6   2.47336   0.39490  39.68092
    2258 2023  7  7  2 33 12 844  4.0074    166.21191   1445.54842   1049.01457    -16.89610     12.98545     -0.91453    166.7    172.6      4.8      3.7    508.7     35.0     62.6     63.6   2.47307   0.39490  39.67581
    2259 2023  7  7  2 33 16 851  4.0071    166.21899   1445.60720   1049.01385    -16.88741     13.20140     -0.91629    166.7    172.6      4.4      4.0    508.7     34.9     62.6     63.6   2.47278   0.39490  39.67605
    2260 2023  7  7  2 33 20 858  4.0069    166.22608   1445.66591   1049.01324    -16.87850     13.40702     -0.91811    166.7    172.6      3.9      4.3    508.7     34.9     62.6     63.6   2.47249   0.39490  39.67264
    2261 2023  7  7  2 33 24 864  4.0064    166.23317   1445.72447   1049.01268    -16.86937     13.61034     -0.92003    166.7    172.6      3.5      4.6    508.7     34.8     62.6     63.6   2.47220   0.39490  39.67193
    2262 2023  7  7  2 33 28 870  4.0061    166.24028   1445.78289   1049.01217    -16.85998     13.80968     -0.92202    166.7    172.6      3.1      4.9    508.7     34.8     62.6     63.6   2.47190   0.39490  39.66686
    2263 2023  7  7  2 33 32 876  4.0063    166.24740   1445.84098   1049.01168    -16.85027     13.99727     -0.92404    166.7    172.6      2.6      5.2    508.7     34.8     62.6     63.6   2.47161   0.39490  39.66791
    2264 2023  7  7  2 33 36 883  4.0061    166.25453   1445.89889   1049.01122    -16.84033     14.17819     -0.92612    166.7    172.6      2.2      5.5    508.7     34.7     62.6     63.6   2.47132   0.39490  39.66472
    2265 2023  7  7  2 33 40 888  4.0059    166.26167   1445.95657   1049.01076    -16.83016     14.35524     -0.92828    166.7    172.6      1.7      5.8    508.7     34.7     62.6     63.6   2.47103   0.39490  39.66288
